ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL2402069,,,Small molecule,0,391.47,2,3,5.20,59.95,5,2,1,8,N,0.52,9.19,3.76,4.73,4.73,3,MOL,-1,29,5,2,1,391.1784,NEUTRAL,C24H25NO4,COc1cc(/C=C/c2ccc(NCc3ccc(OC)cc3O)cc2)cc(OC)c1
CHEMBL4638539,,,,0,715.03,1,1,12.73,99.38,6,4,2,19,N,0.09,8.18,None,13.21,13.15,2,MOL,-1,52,6,4,2,714.4859,NEUTRAL,C46H66O6,COc1c(O)c(O)c(-c2c(C)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(OC)c(O)c2O)c(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C
CHEMBL4554693,,,,0,566.52,1,1,5.74,159.80,10,4,2,5,N,0.20,6.05,None,5.38,3.95,6,MOL,-1,42,10,4,2,566.1213,ACID,C32H22O10,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4c(OC)cc5oc(-c6ccc(O)cc6)cc(=O)c5c4O)c3o2)cc1
CHEMBL4545404,,,,0,566.52,1,1,5.74,159.80,10,4,2,5,N,0.20,6.72,None,5.38,4.44,6,MOL,-1,42,10,4,2,566.1213,NEUTRAL,C32H22O10,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1-c1c(OC)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12
CHEMBL194692,,,Small molecule,0,326.29,4,8,4.87,37.30,1,1,0,3,N,0.82,4.27,None,5.38,2.39,2,MOL,-1,23,2,1,0,326.093,ACID,C17H14F4O2,CC(C)(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1
CHEMBL4643713,,,,0,386.53,1,1,6.15,66.76,4,2,1,9,N,0.39,8.52,None,7.58,7.55,1,MOL,-1,28,4,2,1,386.2457,NEUTRAL,C24H34O4,COC(=O)c1c(C)cc(O)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O
CHEMBL4646459,,,,0,358.52,1,1,6.38,49.69,3,2,1,9,N,0.40,9.68,None,6.77,6.77,1,MOL,-1,26,3,2,1,358.2508,NEUTRAL,C23H34O3,COc1c(O)c(O)cc(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C
CHEMBL3739499,,,Small molecule,0,438.56,1,2,5.21,65.74,5,0,1,0,N,0.41,None,None,4.72,4.72,1,MOL,-1,32,5,0,1,438.2406,NEUTRAL,C27H34O5,CC1=CC[C@@H]2[C@@]3(C)C=CC(=O)OC(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2
CHEMBL2408264,,,Small molecule,0,389.41,3,3,4.25,95.86,5,3,0,6,N,0.33,7.08,None,4.87,4.36,3,MOL,-1,29,6,3,0,389.1263,NEUTRAL,C23H19NO5,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3O)cc2)c(O)c1
CHEMBL4286002,,,Small molecule,0,244.25,2,3,2.52,59.67,4,1,0,3,N,0.90,9.23,None,2.37,2.36,2,MOL,-1,18,4,1,0,244.0736,NEUTRAL,C14H12O4,COc1ccccc1/C=C/c1cc(=O)c(O)co1
CHEMBL4284114,,,Small molecule,0,259.22,2,3,2.42,93.58,5,1,0,3,N,0.67,9.08,None,2.46,2.46,2,MOL,-1,19,6,1,0,259.0481,NEUTRAL,C13H9NO5,O=c1cc(/C=C/c2ccc([N+](=O)[O-])cc2)occ1O
CHEMBL247674,,,Small molecule,0,401.51,1,1,5.52,55.41,5,2,1,8,N,0.52,None,5.32,4.53,4.53,3,MOL,-1,30,5,2,1,401.2103,NEUTRAL,C25H27N3O2,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)n2)cc1OC
CHEMBL231449,,,Small molecule,0,546.13,1,1,5.32,70.16,5,0,2,6,N,0.49,None,8.08,5.39,4.63,2,MOL,-1,37,7,0,2,545.2115,NEUTRAL,C28H36ClN3O4S,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1
CHEMBL418455,,,Small molecule,0,528.3,2,29,5.44,115.06,4,4,2,6,N,0.25,2.42,None,7.59,0.59,3,MOL,-1,31,6,4,2,528.007,ACID,C24H17IO6,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(I)c2)ccc1O
CHEMBL245478,,,Small molecule,0,447.42,1,1,6.92,6.48,2,0,1,6,N,0.38,None,5.11,7.64,7.64,3,MOL,-1,29,2,0,1,446.1358,NEUTRAL,C26H27BrN2,CN(C)c1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N(C)C)cc3)c2)cc1
CHEMBL378516,,"7,4,7,4-O-methyl-amentoflavone",Small molecule,0,594.57,4,8,6.35,137.80,10,2,2,7,N,0.22,7.09,None,5.67,5.07,6,MOL,-1,44,10,2,2,594.1526,NEUTRAL,C34H26O10,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1
CHEMBL490799,,,Small molecule,0,342.24,1,1,5.43,16.38,2,0,1,3,N,0.63,None,4.76,5.27,5.27,3,MOL,-1,21,2,0,1,341.0415,NEUTRAL,C18H16BrNO,CN(C)c1ccc(/C=C/c2cc3ccc(Br)cc3o2)cc1
CHEMBL3330745,,,Small molecule,0,555.69,2,4,7.95,95.90,7,1,2,7,N,0.16,None,None,7.81,7.81,6,MOL,-1,40,6,2,2,555.1188,NEUTRAL,C32H21N5OS2,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(N)=O
CHEMBL4161552,,,Small molecule,0,440.87,5,6,2.48,100.26,10,1,0,4,N,0.51,12.62,2.55,4.01,4.01,4,MOL,-1,31,10,1,0,440.1388,NEUTRAL,C19H18ClFN10,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccc(F)cc4)n3)CC2)n2ncnc2n1
CHEMBL248338,,,Small molecule,0,400.52,2,3,5.57,46.94,4,2,1,6,N,0.53,9.39,3.93,6.26,6.26,3,MOL,-1,30,4,2,1,400.2151,NEUTRAL,C26H28N2O2,CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)c2)ccc1O
CHEMBL3667031,,,Small molecule,0,564.43,1,1,4.78,122.52,8,3,1,13,N,0.14,8.79,None,6.81,6.79,2,MOL,-1,39,8,3,1,564.1219,NEUTRAL,C25H22F6O8,O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(CCOCCO)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1
CHEMBL491407,,,Small molecule,0,281.33,1,1,4.81,16.38,2,0,0,3,N,0.68,None,4.76,4.64,4.64,3,MOL,-1,21,2,0,0,281.1216,NEUTRAL,C18H16FNO,CN(C)c1ccc(/C=C/c2cc3ccc(F)cc3o2)cc1
CHEMBL196244,,,Small molecule,0,327.28,1,2,4.12,49.33,2,2,0,3,N,0.51,8.83,None,4.01,4.00,2,MOL,-1,23,3,2,0,327.0882,NEUTRAL,C16H13F4NO2,CC(C(=O)NO)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1
CHEMBL194020,,,Small molecule,0,369.26,4,7,6.24,26.30,2,0,1,3,N,0.60,None,None,6.35,6.35,2,MOL,-1,24,2,0,1,368.0746,NEUTRAL,C19H19Cl2FO2,CC(C(=O)OC(C)(C)C)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1
CHEMBL3622510,,,Small molecule,0,243.22,4,8,2.43,93.55,3,4,0,1,N,0.53,3.18,None,3.44,-0.01,3,MOL,-1,18,5,4,0,243.0532,ACID,C13H9NO4,O=C(O)c1c(O)cc2c([nH]c3ccccc32)c1O
CHEMBL4520323,,,,0,630.87,6,9,6.72,105.14,6,4,2,22,N,0.07,7.78,10.15,5.99,4.14,3,MOL,-1,46,8,4,2,630.4145,BASE,C38H54N4O4,CCN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1
CHEMBL4453548,,,,0,459.51,5,14,2.44,116.34,8,2,0,6,N,0.42,10.50,6.56,2.43,2.36,4,MOL,-1,34,10,2,0,459.2019,NEUTRAL,C24H25N7O3,CCOC(=O)c1cnc2ccccc2c1N1CCN(CC(=O)Nc2n[nH]c3ncccc23)CC1
CHEMBL4175196,,,Small molecule,0,401.73,5,6,5.31,62.73,5,2,1,4,N,0.58,10.66,0.51,6.16,6.16,3,MOL,-1,27,5,2,1,401.0467,NEUTRAL,C16H9ClF5N5,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)c(F)c1
CHEMBL4168812,,,Small molecule,0,440.87,5,6,2.48,100.26,10,1,0,4,N,0.51,10.62,2.36,4.01,4.01,4,MOL,-1,31,10,1,0,440.1388,NEUTRAL,C19H18ClFN10,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccccc4F)n3)CC2)n2ncnc2n1
CHEMBL4169871,,,Small molecule,0,546.01,5,6,4.53,112.29,11,2,2,6,N,0.32,12.59,5.92,6.34,6.32,5,MOL,-1,39,11,2,2,545.1967,NEUTRAL,C26H25ClFN11,Cc1ccc(Nc2nc(Nc3ccc(F)c(Cl)c3)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1
CHEMBL4439936,,,,0,578.71,6,9,3.62,123.60,8,4,1,16,N,0.15,7.53,8.53,2.98,2.37,3,MOL,-1,42,10,4,1,578.3104,BASE,C32H42N4O6,COc1ccccc1CN(C)CCCNC(=O)c1cc(O)c(C(=O)NCCCN(C)Cc2ccccc2OC)cc1O
CHEMBL2436700,,,Small molecule,0,616.81,5,6,7.17,70.84,7,1,2,12,N,0.15,None,9.01,6.07,3.71,5,MOL,-1,46,7,1,2,616.3413,BASE,C39H44N4O3,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
CHEMBL247725,,,Small molecule,0,373.46,1,1,4.92,77.41,5,4,0,6,N,0.46,9.33,5.44,4.24,4.23,3,MOL,-1,28,5,4,0,373.179,NEUTRAL,C23H23N3O2,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(O)c3)n2)cc1O
CHEMBL4225986,,,Small molecule,0,375.47,2,3,3.22,56.67,4,1,0,5,N,0.74,8.83,6.93,3.02,2.98,3,MOL,-1,28,5,1,0,375.1947,NEUTRAL,C23H25N3O2,O=C(CCc1ccccc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1
CHEMBL4444573,,,,0,320.11,2,8,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,320.0856,None,C18H13BO5,OB1Oc2ccc3ccc(O)cc3c2C=C1c1ccc(O)c(O)c1
CHEMBL4472062,,,,0,304.11,2,3,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,304.0907,None,C18H13BO4,OB1Oc2ccc3ccc(O)cc3c2C=C1c1ccc(O)cc1
CHEMBL3667034,,,Small molecule,0,470.41,1,1,6.06,58.20,4,2,1,8,N,0.28,9.78,2.91,5.75,5.75,2,MOL,-1,33,4,2,1,470.1429,NEUTRAL,C23H20F6N2O2,CNc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(NC)c(C(F)(F)F)c2)cc1C(F)(F)F
CHEMBL236188,,,Small molecule,0,529.65,3,4,3.34,90.39,6,1,1,7,N,0.58,None,7.29,3.27,3.02,1,MOL,-1,36,8,1,1,529.2422,NEUTRAL,C25H37F2N3O5S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1
CHEMBL4225226,,,Small molecule,0,407.9,2,3,3.95,56.67,4,1,0,4,N,0.67,8.83,6.98,3.71,3.65,3,MOL,-1,29,5,1,0,407.1401,NEUTRAL,C23H22ClN3O2,O=C(/C=C/c1ccc(Cl)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1
CHEMBL396543,,,Small molecule,0,560.16,2,2,5.71,70.16,5,0,2,6,N,0.45,None,9.47,5.07,3.01,2,MOL,-1,38,7,0,2,559.2272,BASE,C29H38ClN3O4S,O=C(OC[C@H]1CCC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1
CHEMBL196279,,,Small molecule,0,313.16,5,9,4.99,37.30,1,1,0,3,N,0.87,3.95,None,5.15,1.97,2,MOL,-1,20,2,1,0,312.012,ACID,C15H11Cl2FO2,CC(C(=O)O)c1ccc(-c2ccc(Cl)c(Cl)c2)c(F)c1
CHEMBL3594077,,,Small molecule,0,268.27,1,1,2.86,89.37,4,4,0,2,N,0.58,8.80,2.25,2.97,2.95,3,MOL,-1,20,5,4,0,268.0848,NEUTRAL,C15H12N2O3,Oc1ccc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc1
CHEMBL116438,CURCUMIN,C.I. 75300|C.I. NATURAL YELLOW 3|CI 75300|CI-75300|CURCUMIN|CURCUMIN E100|DIFERULOYLMETHANE|E 100|E-100|E100|HALDAR|INS NO. 100(I)|INS-100(I)|JIANGHUANGSU|KACHA HALDI|KURKUM|LIPOCURC|MERITA EARTH|NANOCURC|NSC-32982|NSC-687842|Natural Yellow 3|TURMERIC YELLOW,Small molecule,3,368.39,385,1686,3.85,96.22,6,3,0,7,N,0.39,8.79,None,3.76,3.74,2,MOL,0,27,6,3,0,368.126,NEUTRAL,C21H20O6,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O
CHEMBL4436866,,,,0,369.38,4,12,4.40,85.88,6,1,0,3,N,0.43,None,2.95,3.56,3.56,4,MOL,-1,28,7,1,0,369.1226,NEUTRAL,C21H15N5O2,O=[N+]([O-])c1cccc(C2C=C(c3cccc4ccccc34)Nc3nncn32)c1
CHEMBL491203,,,Small molecule,0,279.34,1,1,4.37,36.61,3,1,0,3,N,0.77,9.46,4.76,4.20,4.19,3,MOL,-1,21,3,1,0,279.1259,NEUTRAL,C18H17NO2,CN(C)c1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1
CHEMBL3667022,,,Small molecule,0,548.39,1,1,4.94,119.36,8,2,1,10,N,0.19,8.79,None,7.12,7.10,2,MOL,-1,38,8,2,1,548.0906,NEUTRAL,C24H18F6O8,COC(=O)CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1
CHEMBL4226831,,,Small molecule,0,405.5,2,3,3.23,65.90,5,1,0,6,N,0.68,8.83,6.93,2.87,2.82,3,MOL,-1,30,6,1,0,405.2052,NEUTRAL,C24H27N3O3,COc1ccc(CCC(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1
CHEMBL196946,,,Small molecule,0,312.37,4,8,4.82,37.30,2,1,0,3,N,0.75,4.85,None,4.91,2.40,3,MOL,-1,22,2,1,0,312.062,ACID,C18H13FO2S,O=C(O)C1(c2ccc(-c3csc4ccccc34)c(F)c2)CC1
CHEMBL2059218,,,Small molecule,0,448.59,2,3,5.08,72.72,7,2,1,7,N,0.39,9.27,4.07,6.11,6.11,3,MOL,-1,32,6,2,1,448.1933,NEUTRAL,C25H28N4O2S,CSc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1
CHEMBL290916,EDARAVONE,ANTIPYRINE RELATED COMPOUND A|C.I. DEVELOPER 1|COLOREX PMP|DEVELOPER Z|EDARAVONE|JAROCOL PMP|MCI-186|NORPHENAZONE|NSC-12|NSC-26139|NSC-2629|PHENYL METHYL PYRAZOLONE|RADICAVA|Radicut,Small molecule,4,174.2,177,567,1.80,32.67,2,0,0,1,Y,0.64,None,None,1.53,1.53,1,MOL,0,13,3,0,0,174.0793,NEUTRAL,C10H10N2O,CC1=NN(c2ccccc2)C(=O)C1
CHEMBL723,CARVEDILOL,BM 14.190|BM-14-190|BM-14.190|BM-14190|C07AG02|CARVEDILOL|COREG|CORONIS|Coreg CR|DILATREND|DIMITONE|DQ-2466|EUCARDIC|EUCARDIC 12.5|EUCARDIC 25|EUCARDIC 3.125|EUCARDIC 6.25|KORVASAN|KREDEX|NSC-758694|SKF-105517|TALLITON,Small molecule,4,406.48,175,1307,3.74,75.74,5,3,0,10,N,0.35,None,8.74,3.42,2.07,4,MOL,0,30,6,3,0,406.1893,BASE,C24H26N2O4,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
CHEMBL2436701,,,Small molecule,0,630.83,5,6,7.56,70.84,7,1,2,13,N,0.13,None,9.02,6.52,4.11,5,MOL,-1,47,7,1,2,630.357,BASE,C40H46N4O3,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
CHEMBL3667038,,,Small molecule,0,490.35,1,1,5.40,93.06,6,2,1,8,N,0.29,8.79,None,7.85,7.83,2,MOL,-1,34,6,2,1,490.0851,NEUTRAL,C22H16F6O6,CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1
CHEMBL196947,,,Small molecule,0,348.37,6,10,4.98,57.53,2,2,0,4,N,0.70,4.40,None,5.38,2.49,3,MOL,-1,26,3,2,0,348.1162,ACID,C22H17FO3,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)cc3)c(F)c2)CC1
CHEMBL247328,,,Small molecule,0,375.42,1,1,4.85,71.81,5,2,0,6,N,0.64,9.14,4.25,4.98,4.97,3,MOL,-1,28,5,2,0,375.1471,NEUTRAL,C23H21NO4,COc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O
CHEMBL3799641,,,Small molecule,0,413.48,4,4,4.32,84.08,4,2,0,5,N,0.48,12.23,5.83,4.25,4.24,4,MOL,-1,31,6,2,0,413.1739,NEUTRAL,C25H23N3O3,O=C(COC(=O)Cc1c[nH]c2ccccc12)Nc1c2c(nc3ccccc13)CCCC2
CHEMBL231351,,,Small molecule,0,503.02,1,1,4.25,93.53,6,1,1,9,N,0.44,None,6.79,3.49,3.42,3,MOL,-1,34,8,1,1,502.1442,NEUTRAL,C24H27ClN4O4S,O=C(NCCCn1ccnc1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL248339,,,Small molecule,0,480.65,1,1,7.25,24.94,4,0,1,8,N,0.32,None,4.01,7.37,7.37,3,MOL,-1,36,4,0,1,480.2777,NEUTRAL,C32H36N2O2,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N4CCCC4)c(OC)c3)c2)ccc1N1CCCC1
CHEMBL194838,,,Small molecule,0,338.42,5,9,5.66,37.30,1,1,1,4,N,0.78,4.32,None,6.15,3.20,2,MOL,-1,25,2,1,1,338.1682,ACID,C22H23FO2,O=C(O)C1(c2ccc(-c3ccc(C4CCCCC4)cc3)c(F)c2)CC1
CHEMBL247530,,,Small molecule,0,409.87,1,1,5.50,71.81,5,2,1,6,N,0.56,9.14,3.25,5.58,5.58,3,MOL,-1,29,5,2,1,409.1081,NEUTRAL,C23H20ClNO4,COc1cc(/C=C/c2cc(Cl)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O
CHEMBL489792,,,Small molecule,0,323.39,1,1,4.69,34.84,4,0,0,5,N,0.68,None,3.51,4.18,4.18,3,MOL,-1,24,4,0,0,323.1521,NEUTRAL,C20H21NO3,COc1ccc2oc(/C=C/c3ccc(N(C)C)c(OC)c3)cc2c1
CHEMBL3667035,,,Small molecule,0,391.35,1,1,4.07,76.49,5,1,0,7,N,0.57,9.23,3.85,4.25,4.24,2,MOL,-1,28,5,1,0,391.1031,NEUTRAL,C20H16F3NO4,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cncc(C(F)(F)F)c2)ccc1O
CHEMBL195970,,,Small molecule,0,313.15,4,8,4.99,37.30,1,1,0,3,N,0.87,3.83,None,5.15,1.90,2,MOL,-1,20,2,1,0,312.012,ACID,C15H11Cl2FO2,CC(C(=O)O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1
CHEMBL231035,,,Small molecule,0,546.13,1,1,5.33,70.16,5,0,2,6,N,0.49,None,8.08,5.40,4.64,2,MOL,-1,37,7,0,2,545.2115,NEUTRAL,C28H36ClN3O4S,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1
CHEMBL191083,METHYLENE BLUE,DNDI1417128,Small molecule,4,284.41,36,68,2.50,19.14,3,0,0,1,Y,0.51,None,3.14,-0.62,-0.62,1,MOL,0,20,3,0,0,284.1216,NEUTRAL,C16H18N3S+,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
CHEMBL38,TRETINOIN,ABEREL|ACTICIN|ALL-TRANS RETINOIC ACID|ALL-TRANS-RETINOIC ACID|ALTRENO|ATRALIN|Avita|EUDYNA|KERLOCAL|NSC-122758|ORISTAR RNA|RETIN A|RETIN-A MICRO|RETIN-A-MICRO|RETINOIC ACID|Renova|Retin-A|TRETINOIN|Tretin-X|Vesanoid,Small molecule,4,300.44,832,2215,5.60,37.30,1,1,1,5,N,0.53,4.76,None,5.01,2.42,0,MOL,0,22,2,1,1,300.2089,ACID,C20H28O2,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
CHEMBL98,VORINOSTAT,MK-0683|MK0683|NSC-701852|NSC-748799|NSC-759852|SUBEROYLANILIDE HYDROXAMIC ACID|VORINOSTAT|Zolinza,Small molecule,4,264.32,852,5702,2.47,78.43,3,3,0,8,N,0.38,8.91,None,2.00,1.99,1,MOL,0,19,5,3,0,264.1474,NEUTRAL,C14H20N2O3,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CHEMBL396917,,,Small molecule,0,451.36,1,1,5.97,70.50,4,2,1,6,N,0.36,None,4.27,5.45,5.45,3,MOL,-1,29,4,4,1,450.0943,NEUTRAL,C24H23BrN2O2,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N
CHEMBL3739456,,,Small molecule,0,224.26,1,3,2.95,32.67,2,0,0,1,Y,0.73,None,None,2.52,2.52,2,MOL,-1,17,3,0,0,224.095,NEUTRAL,C14H12N2O,CC1=NN(c2ccc3ccccc3c2)C(=O)C1
CHEMBL231548,,,Small molecule,0,546.13,1,1,5.32,70.16,5,0,2,6,N,0.49,None,9.47,4.62,2.56,2,MOL,-1,37,7,0,2,545.2115,BASE,C28H36ClN3O4S,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1
CHEMBL248337,,,Small molecule,0,428.58,1,1,6.18,24.94,4,0,1,8,N,0.40,None,3.81,6.55,6.55,3,MOL,-1,32,4,0,1,428.2464,NEUTRAL,C28H32N2O2,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)c2)cc1N(C)C
CHEMBL371875,,,Small molecule,0,250.29,1,2,3.74,37.30,2,1,0,3,N,0.90,4.78,None,3.72,1.16,2,MOL,-1,17,2,1,0,250.0464,ACID,C13H11FO2S,CC(C(=O)O)c1ccc(-c2ccsc2)c(F)c1
CHEMBL1778349,,,Small molecule,0,534.0,3,6,3.05,109.77,6,2,1,5,N,0.61,11.11,None,2.64,2.64,2,MOL,-1,34,7,2,1,533.0545,NEUTRAL,C22H22ClF2NO6S2,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@]2(O)C1)C1CC1
CHEMBL245476,,,Small molecule,0,481.39,1,1,6.82,36.92,4,0,1,8,N,0.33,None,None,6.79,6.79,3,MOL,-1,31,4,0,1,480.0936,NEUTRAL,C26H25BrO4,COc1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(OC)c(OC)c3)c2)cc1OC
CHEMBL197456,,,Small molecule,0,278.71,1,2,4.33,37.30,1,1,0,3,N,0.91,4.13,None,4.55,1.47,2,MOL,-1,19,2,1,0,278.051,ACID,C15H12ClFO2,CC(C(=O)O)c1ccc(-c2ccccc2Cl)c(F)c1
CHEMBL248133,,,Small molecule,0,400.52,1,1,6.13,42.52,4,2,1,8,N,0.45,None,5.17,5.28,5.28,3,MOL,-1,30,4,2,1,400.2151,NEUTRAL,C26H28N2O2,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)c2)ccc1OC
CHEMBL4172159,,,Small molecule,0,452.91,5,16,2.35,109.49,11,1,1,5,N,0.48,13.47,2.58,3.71,3.71,4,MOL,-1,32,11,1,1,452.1588,NEUTRAL,C20H21ClN10O,COc1ccc(Nc2nc(Cl)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1
CHEMBL4226059,,,Small molecule,0,433.51,2,4,3.32,75.13,6,1,0,6,N,0.60,8.83,6.98,2.79,2.73,3,MOL,-1,32,7,1,0,433.2002,NEUTRAL,C25H27N3O4,COc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1OC
CHEMBL194098,,,Small molecule,0,278.71,1,2,4.33,37.30,1,1,0,3,N,0.91,4.11,None,4.55,1.45,2,MOL,-1,19,2,1,0,278.051,ACID,C15H12ClFO2,CC(C(=O)O)c1ccc(-c2cccc(Cl)c2)c(F)c1
CHEMBL236182,,,Small molecule,0,514.09,3,4,3.33,90.39,6,1,1,7,N,0.60,None,6.99,3.31,3.16,1,MOL,-1,34,8,1,1,513.2064,NEUTRAL,C24H36ClN3O5S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL3286981,,,Small molecule,0,381.41,2,2,2.09,85.95,8,1,0,4,N,0.58,9.19,3.86,2.47,2.47,4,MOL,-1,27,7,1,0,381.0783,NEUTRAL,C19H15N3O4S,COc1cc(/C=c2\sc3nc(-c4ccncc4)cn3c2=O)cc(OC)c1O
CHEMBL492023,,,Small molecule,0,389.24,1,1,5.27,16.38,2,0,1,3,N,0.57,None,4.76,5.43,5.43,3,MOL,-1,21,2,0,1,389.0277,NEUTRAL,C18H16INO,CN(C)c1ccc(/C=C/c2cc3ccc(I)cc3o2)cc1
CHEMBL1087548,,,Small molecule,0,284.34,2,2,2.50,80.90,5,2,0,3,N,0.77,None,5.48,1.84,1.83,3,MOL,-1,20,5,3,0,284.0732,NEUTRAL,C14H12N4OS,CNc1ccc(-c2nc3ccc(C(N)=O)cc3s2)cn1
CHEMBL193634,,,Small molecule,0,340.39,4,8,4.50,46.53,2,1,0,4,N,0.89,4.31,None,4.46,1.51,2,MOL,-1,25,3,1,0,340.1475,ACID,C21H21FO3,O=C(O)C1(c2ccc(-c3ccc(C4CCOCC4)cc3)c(F)c2)CC1
