Molecule_ChEMBL_ID,Standard_Value,Smiles_x,molecule_class,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles_y
CHEMBL425304,880.0,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,active,0.0,508.04,1.0,1.0,2.99,90.39,6.0,1.0,1.0,7.0,N,0.62,2.91,2.83,2.0,MOL,-1.0,34.0,8.0,1.0,1.0,507.1595,NEUTRAL,C24H30ClN3O5S,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1
CHEMBL231647,900.0,O=C(NC1CCN(Cc2ccccc2)CC1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,0.0,568.14,1.0,1.0,5.63,78.95,5.0,1.0,2.0,8.0,N,0.38,5.29,4.24,3.0,MOL,-1.0,39.0,7.0,1.0,2.0,567.1959,NEUTRAL,C30H34ClN3O4S,O=C(NC1CCN(Cc2ccccc2)CC1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL247927,900.0,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)n2)cc1O,active,0.0,401.51,1.0,1.0,4.97,59.83,5.0,2.0,0.0,6.0,N,0.61,5.51,5.51,3.0,MOL,-1.0,30.0,5.0,2.0,0.0,401.2103,NEUTRAL,C25H27N3O2,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)n2)cc1O
CHEMBL2179242,900.0,O=C(Nc1ccccc1)Nc1ccc(Cl)cc1[N+](=O)[O-],active,0.0,291.69,8.0,18.0,3.89,84.27,3.0,2.0,0.0,3.0,N,0.66,3.66,3.66,2.0,MOL,-1.0,20.0,6.0,2.0,0.0,291.0411,NEUTRAL,C13H10ClN3O3,O=C(Nc1ccccc1)Nc1ccc(Cl)cc1[N+](=O)[O-]
CHEMBL247725,900.0,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(O)c3)n2)cc1O,active,0.0,373.46,1.0,1.0,4.92,77.41,5.0,4.0,0.0,6.0,N,0.46,4.24,4.23,3.0,MOL,-1.0,28.0,5.0,4.0,0.0,373.179,NEUTRAL,C23H23N3O2,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(O)c3)n2)cc1O
CHEMBL394713,900.0,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)n2)cc1N(C)C,active,0.0,429.56,1.0,1.0,5.57,37.83,5.0,0.0,1.0,8.0,N,0.47,5.8,5.8,3.0,MOL,-1.0,32.0,5.0,0.0,1.0,429.2416,NEUTRAL,C27H31N3O2,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)n2)cc1N(C)C
CHEMBL3672401,920.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2OC)ccc1O,active,0.0,368.39,3.0,3.0,3.37,93.06,6.0,2.0,0.0,8.0,N,0.55,4.12,4.11,2.0,MOL,-1.0,27.0,6.0,2.0,0.0,368.126,NEUTRAL,C21H20O6,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2OC)ccc1O
CHEMBL3672436,930.0,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c(O)c1,active,0.0,368.39,3.0,3.0,3.37,93.06,6.0,2.0,0.0,8.0,N,0.55,4.12,4.1,2.0,MOL,-1.0,27.0,6.0,2.0,0.0,368.126,NEUTRAL,C21H20O6,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c(O)c1
CHEMBL4113193,986.0,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1,active,0.0,450.95,2.0,2.0,5.13,83.76,5.0,1.0,1.0,2.0,N,0.69,5.51,5.51,2.0,MOL,-1.0,32.0,5.0,2.0,1.0,450.1623,NEUTRAL,C25H24ClFN4O,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1
CHEMBL231035,1000.0,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,active,0.0,546.13,1.0,1.0,5.33,70.16,5.0,0.0,2.0,6.0,N,0.49,5.4,4.64,2.0,MOL,-1.0,37.0,7.0,0.0,2.0,545.2115,NEUTRAL,C28H36ClN3O4S,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1
CHEMBL2337291,1000.0,Oc1ccc(-c2ccc(O)c(O)c2)cc1O,active,0.0,218.21,3.0,6.0,2.18,80.92,4.0,4.0,0.0,1.0,N,0.55,2.41,2.39,2.0,MOL,-1.0,16.0,4.0,4.0,0.0,218.0579,NEUTRAL,C12H10O4,Oc1ccc(-c2ccc(O)c(O)c2)cc1O
CHEMBL4070380,1000.0,NC(=O)Nc1nc(NCCc2ccccc2)c2ccccc2n1,active,0.0,307.36,3.0,7.0,2.78,92.93,4.0,3.0,0.0,5.0,N,0.68,3.09,3.09,3.0,MOL,-1.0,23.0,6.0,4.0,0.0,307.1433,NEUTRAL,C17H17N5O,NC(=O)Nc1nc(NCCc2ccccc2)c2ccccc2n1
CHEMBL2203391,1000.0,Cn1ccc2cc(-c3nc4ccc(F)nc4o3)ncc21,active,0.0,268.25,3.0,3.0,2.92,56.74,5.0,0.0,0.0,1.0,N,0.5,2.52,2.52,4.0,MOL,-1.0,20.0,5.0,0.0,0.0,268.076,NEUTRAL,C14H9FN4O,Cn1ccc2cc(-c3nc4ccc(F)nc4o3)ncc21
CHEMBL3330750,1000.0,COc1ccc(-c2ccc(-c3ccc(C=C(C#N)C#N)s3)s2)cc1,active,0.0,348.45,2.0,4.0,5.58,56.81,5.0,0.0,1.0,4.0,N,0.58,4.99,4.99,3.0,MOL,-1.0,24.0,3.0,0.0,1.0,348.0391,NEUTRAL,C19H12N2OS2,COc1ccc(-c2ccc(-c3ccc(C=C(C#N)C#N)s3)s2)cc1
CHEMBL2203392,1000.0,Cn1cnc2cc(-c3nc4ccc(F)nc4o3)ccc21,active,0.0,268.25,3.0,3.0,2.92,56.74,5.0,0.0,0.0,1.0,N,0.5,2.54,2.54,4.0,MOL,-1.0,20.0,5.0,0.0,0.0,268.076,NEUTRAL,C14H9FN4O,Cn1cnc2cc(-c3nc4ccc(F)nc4o3)ccc21
CHEMBL3692695,1000.0,O=C(Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1)c1ccc(C(F)(F)F)cc1,active,0.0,555.04,1.0,1.0,6.14,75.27,4.0,2.0,2.0,5.0,N,0.4,6.76,6.7,3.0,MOL,-1.0,36.0,5.0,2.0,2.0,554.0712,NEUTRAL,C25H22ClF3N2O3S2,O=C(Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1)c1ccc(C(F)(F)F)cc1
CHEMBL247932,1000.0,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C,active,0.0,428.58,8.0,38.0,6.18,24.94,4.0,0.0,1.0,8.0,N,0.4,6.55,6.55,3.0,MOL,-1.0,32.0,4.0,0.0,1.0,428.2464,NEUTRAL,C28H32N2O2,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C
CHEMBL3902027,10000.0,COCC[C@@]1(c2nc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C(N)OCC1(F)F,inactive,0.0,448.41,3.0,3.0,2.26,135.51,8.0,2.0,0.0,6.0,N,0.69,2.63,2.63,2.0,MOL,-1.0,32.0,9.0,3.0,0.0,448.1471,NEUTRAL,C20H19F3N6O3,COCC[C@@]1(c2nc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C(N)OCC1(F)F
CHEMBL3286986,10000.0,COc1cc(/C=c2\sc3nc(-c4ccncc4C)cn3c2=O)ccc1O,inactive,0.0,365.41,2.0,2.0,2.39,76.72,7.0,1.0,0.0,3.0,N,0.6,3.14,3.14,4.0,MOL,-1.0,26.0,6.0,1.0,0.0,365.0834,NEUTRAL,C19H15N3O3S,COc1cc(/C=c2\sc3nc(-c4ccncc4C)cn3c2=O)ccc1O
CHEMBL3286990,10000.0,COc1cc(/C=c2\sc3nc(-c4cccc(OC(F)(F)F)c4)cn3c2=O)cc(F)c1O,inactive,0.0,452.39,2.0,2.0,3.72,73.06,7.0,1.0,0.0,4.0,N,0.48,5.42,5.41,4.0,MOL,-1.0,31.0,6.0,1.0,0.0,452.0454,NEUTRAL,C20H12F4N2O4S,COc1cc(/C=c2\sc3nc(-c4cccc(OC(F)(F)F)c4)cn3c2=O)cc(F)c1O
CHEMBL4227244,10000.0,c1ccc(-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,inactive,0.0,533.81,2.0,3.0,4.34,43.01,6.0,2.0,1.0,13.0,N,0.37,4.2,0.43,2.0,MOL,-1.0,39.0,6.0,2.0,1.0,533.4094,BASE,C33H51N5O,c1ccc(-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1
CHEMBL3330752,10000.0,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(C=C(C#N)C#N)s4)cc2n3C(C)(C)C)cc1,inactive,0.0,499.69,2.0,4.0,8.51,61.74,7.0,0.0,1.0,4.0,N,0.23,7.38,7.38,5.0,MOL,-1.0,34.0,4.0,0.0,1.0,499.0847,NEUTRAL,C27H21N3OS3,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(C=C(C#N)C#N)s4)cc2n3C(C)(C)C)cc1
CHEMBL3330741,10000.0,O=C1NC(=O)C(=Cc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)C(=O)N1,inactive,0.0,547.66,2.0,4.0,7.36,78.51,6.0,2.0,2.0,6.0,N,0.17,7.08,6.42,5.0,MOL,-1.0,39.0,6.0,2.0,2.0,547.1024,NEUTRAL,C31H21N3O3S2,O=C1NC(=O)C(=Cc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)C(=O)N1
CHEMBL4225842,10000.0,CN(C)Cc1ccccc1Nc1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,inactive,0.0,534.75,2.0,5.0,3.92,79.95,6.0,3.0,1.0,12.0,N,0.38,3.24,0.43,2.0,MOL,-1.0,39.0,8.0,3.0,1.0,534.3682,BASE,C31H46N6O2,CN(C)Cc1ccccc1Nc1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1
CHEMBL3889997,10000.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccnc2)ccc1O,inactive,0.0,323.35,2.0,2.0,3.05,76.49,5.0,1.0,0.0,7.0,N,0.63,3.37,3.36,2.0,MOL,-1.0,24.0,5.0,1.0,0.0,323.1158,NEUTRAL,C19H17NO4,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccnc2)ccc1O
CHEMBL3330754,10000.0,O=Cc1ccc(-c2ccc(-c3ccc4[nH]ccc4c3)s2)s1,inactive,0.0,309.42,2.0,3.0,5.44,32.86,3.0,1.0,1.0,3.0,N,0.5,4.76,4.76,4.0,MOL,-1.0,21.0,2.0,1.0,1.0,309.0282,NEUTRAL,C17H11NOS2,O=Cc1ccc(-c2ccc(-c3ccc4[nH]ccc4c3)s2)s1
CHEMBL4226959,10000.0,CN1CCN(Cc2ccccc2Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)CC1,inactive,0.0,561.86,2.0,3.0,4.33,49.05,7.0,3.0,1.0,14.0,N,0.3,4.06,0.05,2.0,MOL,-1.0,41.0,7.0,3.0,1.0,561.4519,BASE,C34H55N7,CN1CCN(Cc2ccccc2Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)CC1
CHEMBL3330745,10000.0,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(N)=O,inactive,0.0,555.69,2.0,4.0,7.95,95.9,7.0,1.0,2.0,7.0,N,0.16,7.81,7.81,6.0,MOL,-1.0,40.0,6.0,2.0,2.0,555.1188,NEUTRAL,C32H21N5OS2,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(N)=O
CHEMBL3330738,10000.0,N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,inactive,0.0,485.64,3.0,6.0,9.04,50.82,5.0,0.0,1.0,6.0,N,0.23,8.47,8.47,5.0,MOL,-1.0,35.0,3.0,0.0,1.0,485.102,None,C30H19N3S2,N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1
CHEMBL3330742,10000.0,CN1C(=O)C(=Cc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)C(=O)N(C)C1=O,inactive,0.0,575.72,2.0,4.0,8.05,60.93,6.0,0.0,2.0,6.0,N,0.15,7.53,7.53,5.0,MOL,-1.0,41.0,6.0,0.0,2.0,575.1337,None,C33H25N3O3S2,CN1C(=O)C(=Cc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)C(=O)N(C)C1=O
CHEMBL4226684,10000.0,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCOCC2)cc(C(=O)NCCN2CCCCC2)c1,inactive,0.0,576.79,2.0,3.0,3.69,89.18,7.0,3.0,1.0,12.0,N,0.36,3.02,1.27,2.0,MOL,-1.0,42.0,9.0,3.0,1.0,576.3788,NEUTRAL,C33H48N6O3,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCOCC2)cc(C(=O)NCCN2CCCCC2)c1
CHEMBL3330743,10000.0,O=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1,inactive,0.0,489.63,2.0,4.0,8.37,46.09,6.0,0.0,1.0,6.0,N,0.22,8.35,8.35,6.0,MOL,-1.0,35.0,4.0,0.0,1.0,489.097,NEUTRAL,C29H19N3OS2,O=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1
CHEMBL3330749,10000.0,COc1ccc(-c2ccc(-c3ccc(C=O)s3)s2)cc1,inactive,0.0,300.4,2.0,4.0,4.96,26.3,4.0,0.0,0.0,4.0,N,0.64,4.51,4.51,3.0,MOL,-1.0,20.0,2.0,0.0,0.0,300.0279,NEUTRAL,C16H12O2S2,COc1ccc(-c2ccc(-c3ccc(C=O)s3)s2)cc1
CHEMBL3330747,10000.0,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(C=C(C#N)C#N)s3)cc21,inactive,0.0,636.87,2.0,4.0,11.97,55.75,7.0,0.0,2.0,6.0,N,0.17,10.86,10.86,7.0,MOL,-1.0,45.0,4.0,0.0,2.0,636.1476,None,C38H28N4S3,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(C=C(C#N)C#N)s3)cc21
CHEMBL4226332,10000.0,CN(C)Cc1ccccc1Nc1cc(CNCCN2CCCCC2)cc(CNCCN2CCCCC2)c1,inactive,0.0,506.78,2.0,3.0,4.64,45.81,6.0,3.0,1.0,14.0,N,0.32,4.21,-0.3,2.0,MOL,-1.0,37.0,6.0,3.0,1.0,506.4097,BASE,C31H50N6,CN(C)Cc1ccccc1Nc1cc(CNCCN2CCCCC2)cc(CNCCN2CCCCC2)c1
CHEMBL3330746,10000.0,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(C=O)s3)cc21,inactive,0.0,588.82,5.0,7.0,11.35,25.24,6.0,0.0,2.0,6.0,N,0.18,10.37,10.37,7.0,MOL,-1.0,41.0,3.0,0.0,2.0,588.1364,None,C35H28N2OS3,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(C=O)s3)cc21
CHEMBL4226530,10000.0,CN1CCN(Cc2ccccc2-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)CC1,inactive,0.0,546.85,2.0,3.0,4.25,37.02,6.0,2.0,1.0,13.0,N,0.37,4.26,-0.18,2.0,MOL,-1.0,40.0,6.0,2.0,1.0,546.441,BASE,C34H54N6,CN1CCN(Cc2ccccc2-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)CC1
CHEMBL4226598,10000.0,CN1CCN(Cc2ccccc2-c2cc(C(=O)NCCN3CCCCC3)cc(C(=O)NCCN3CCCCC3)c2)CC1,inactive,0.0,574.81,2.0,3.0,3.53,71.16,6.0,2.0,1.0,11.0,N,0.43,3.3,0.85,2.0,MOL,-1.0,42.0,8.0,2.0,1.0,574.3995,BASE,C34H50N6O2,CN1CCN(Cc2ccccc2-c2cc(C(=O)NCCN3CCCCC3)cc(C(=O)NCCN3CCCCC3)c2)CC1
CHEMBL75183,10000.0,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Br)cc1,inactive,0.0,372.33,1.0,3.0,3.94,46.17,2.0,1.0,0.0,3.0,N,0.87,4.24,4.23,1.0,MOL,-1.0,21.0,3.0,1.0,0.0,371.0555,NEUTRAL,C16H22BrNO2S,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Br)cc1
CHEMBL3330748,10000.0,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(/C=C(\C#N)C(N)=O)s3)cc21,inactive,0.0,654.89,5.0,7.0,10.93,75.05,7.0,1.0,2.0,7.0,N,0.14,9.83,9.83,7.0,MOL,-1.0,46.0,5.0,2.0,2.0,654.1582,NEUTRAL,C38H30N4OS3,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(/C=C(\C#N)C(N)=O)s3)cc21
CHEMBL4227708,10000.0,c1ccc(-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,inactive,0.0,531.83,2.0,3.0,5.49,33.78,5.0,2.0,2.0,13.0,N,0.33,5.27,-0.3,2.0,MOL,-1.0,39.0,5.0,2.0,2.0,531.4301,BASE,C34H53N5,c1ccc(-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1
CHEMBL4227963,10000.0,CN(C)Cc1ccccc1-c1cc(CNCCN2CCCCC2)cc(CNCCN2CCCCC2)c1,inactive,0.0,491.77,2.0,3.0,4.57,33.78,5.0,2.0,0.0,13.0,N,0.4,4.42,-1.0,2.0,MOL,-1.0,36.0,5.0,2.0,0.0,491.3988,BASE,C31H49N5,CN(C)Cc1ccccc1-c1cc(CNCCN2CCCCC2)cc(CNCCN2CCCCC2)c1
CHEMBL3330744,10000.0,N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1,inactive,0.0,537.67,2.0,4.0,8.99,76.6,7.0,0.0,2.0,6.0,N,0.2,8.84,8.84,6.0,MOL,-1.0,39.0,5.0,0.0,2.0,537.1082,NEUTRAL,C32H19N5S2,N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1
CHEMBL4226641,10000.0,CN(C)Cc1ccccc1-c1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,inactive,0.0,519.73,2.0,3.0,3.85,67.92,5.0,2.0,1.0,11.0,N,0.47,3.45,-0.09,2.0,MOL,-1.0,38.0,7.0,2.0,1.0,519.3573,BASE,C31H45N5O2,CN(C)Cc1ccccc1-c1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1
CHEMBL4435800,10000.0,CCOc1nc(CC)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1F,inactive,0.0,527.66,8.0,16.0,5.36,93.45,6.0,3.0,2.0,12.0,N,0.28,5.37,2.56,3.0,MOL,-1.0,37.0,7.0,2.0,2.0,527.2254,ACID,C28H34FN3O4S,CCOc1nc(CC)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1F
CHEMBL4226906,10000.0,O=C(NCCN1CCCCC1)c1cc(C(=O)NCCN2CCCCC2)cc(-c2ccccc2CN2CCOCC2)c1,inactive,0.0,561.77,2.0,3.0,3.62,77.15,6.0,2.0,1.0,11.0,N,0.44,3.23,1.43,2.0,MOL,-1.0,41.0,8.0,2.0,1.0,561.3679,NEUTRAL,C33H47N5O3,O=C(NCCN1CCCCC1)c1cc(C(=O)NCCN2CCCCC2)cc(-c2ccccc2CN2CCOCC2)c1
CHEMBL4225384,10000.0,CN1CCN(Cc2ccccc2Nc2cc(C(=O)NCCN3CCCCC3)cc(C(=O)NCCN3CCCCC3)c2)CC1,inactive,0.0,589.83,2.0,3.0,3.61,83.19,7.0,3.0,1.0,12.0,N,0.35,3.09,0.81,2.0,MOL,-1.0,43.0,9.0,3.0,1.0,589.4104,NEUTRAL,C34H51N7O2,CN1CCN(Cc2ccccc2Nc2cc(C(=O)NCCN3CCCCC3)cc(C(=O)NCCN3CCCCC3)c2)CC1
CHEMBL1208903,10100.0,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1,inactive,0.0,566.52,18.0,27.0,5.74,159.8,10.0,4.0,2.0,5.0,N,0.2,5.38,3.26,6.0,MOL,-1.0,42.0,10.0,4.0,2.0,566.1213,ACID,C32H22O10,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1
CHEMBL3582130,10100.0,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)[C@@H](O)C[C@@H]2O)CCC4=O,inactive,0.0,324.33,2.0,3.0,2.06,87.74,5.0,2.0,0.0,0.0,N,0.77,1.02,1.02,2.0,MOL,-1.0,24.0,5.0,2.0,0.0,324.0998,NEUTRAL,C19H16O5,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)[C@@H](O)C[C@@H]2O)CCC4=O
CHEMBL2408264,10100.0,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3O)cc2)c(O)c1,inactive,0.0,389.41,3.0,3.0,4.25,95.86,5.0,3.0,0.0,6.0,N,0.33,4.87,4.36,3.0,MOL,-1.0,29.0,6.0,3.0,0.0,389.1263,NEUTRAL,C23H19NO5,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3O)cc2)c(O)c1
CHEMBL3818053,10110.0,O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21,inactive,0.0,396.45,6.0,23.0,3.27,66.4,6.0,0.0,0.0,3.0,N,0.5,3.86,3.86,3.0,MOL,-1.0,30.0,6.0,0.0,0.0,396.1586,NEUTRAL,C24H20N4O2,O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21
CHEMBL258752,10200.0,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)cc2OC)c(O)c1,inactive,0.0,344.36,4.0,4.0,3.32,74.22,6.0,1.0,0.0,7.0,N,0.61,3.61,3.14,2.0,MOL,-1.0,25.0,6.0,1.0,0.0,344.126,NEUTRAL,C19H20O6,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)cc2OC)c(O)c1
CHEMBL3814965,10200.0,CC(C)Nc1nc(N)nc2ccccc12,inactive,0.0,202.26,1.0,2.0,2.03,63.83,4.0,2.0,0.0,2.0,N,0.78,2.12,2.0,2.0,MOL,-1.0,15.0,4.0,3.0,0.0,202.1218,NEUTRAL,C11H14N4,CC(C)Nc1nc(N)nc2ccccc12
CHEMBL2402157,10220.0,Oc1cc(O)cc(/C=C/c2ccc(NCc3ccccc3O)cc2)c1,inactive,0.0,333.39,2.0,3.0,4.59,72.72,4.0,4.0,0.0,5.0,N,0.52,4.6,4.57,3.0,MOL,-1.0,25.0,4.0,4.0,0.0,333.1365,NEUTRAL,C21H19NO3,Oc1cc(O)cc(/C=C/c2ccc(NCc3ccccc3O)cc2)c1
CHEMBL2402075,10320.0,COc1cc(/C=C/c2ccc(NCc3cc(NCC(C)C)ccc3O)cc2)cc(OC)c1,inactive,0.0,432.56,2.0,3.0,6.26,62.75,5.0,3.0,1.0,10.0,N,0.26,5.61,5.56,3.0,MOL,-1.0,32.0,5.0,3.0,1.0,432.2413,NEUTRAL,C27H32N2O3,COc1cc(/C=C/c2ccc(NCc3cc(NCC(C)C)ccc3O)cc2)cc(OC)c1
CHEMBL138623,10400.0,CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,inactive,0.0,339.87,6.0,12.0,5.47,28.16,3.0,1.0,1.0,6.0,N,0.64,4.83,2.73,3.0,MOL,-1.0,24.0,3.0,1.0,1.0,339.1502,BASE,C20H22ClN3,CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1
CHEMBL4100806,10400.0,COc1ccc(CCNc2nc(O)nc3ccccc23)cc1OC,inactive,0.0,325.37,2.0,4.0,3.01,76.5,6.0,2.0,0.0,6.0,N,0.73,3.57,3.57,3.0,MOL,-1.0,24.0,6.0,2.0,0.0,325.1426,NEUTRAL,C18H19N3O3,COc1ccc(CCNc2nc(O)nc3ccccc23)cc1OC
CHEMBL4176742,10430.0,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1,inactive,0.0,490.88,5.0,18.0,3.36,100.26,10.0,1.0,0.0,4.0,N,0.46,4.75,4.75,4.0,MOL,-1.0,34.0,10.0,1.0,0.0,490.1357,NEUTRAL,C20H18ClF3N10,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1
CHEMBL2408092,10500.0,CCOCCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1,inactive,0.0,342.39,3.0,3.0,3.71,64.99,5.0,1.0,0.0,9.0,N,0.43,4.23,3.76,2.0,MOL,-1.0,25.0,5.0,1.0,0.0,342.1467,NEUTRAL,C20H22O5,CCOCCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1
