Molecule_ChEMBL_ID,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL391205,0,429.56,1,1,5.57,37.83,5.0,0.0,1.0,8.0,N,0.47,5.8,5.8,3.0,MOL,-1,32.0,5.0,0.0,1.0,429.2416,NEUTRAL,C27H31N3O2,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)n2)ccc1N(C)C
CHEMBL2408092,0,342.39,3,3,3.71,64.99,5.0,1.0,0.0,9.0,N,0.43,4.23,3.76,2.0,MOL,-1,25.0,5.0,1.0,0.0,342.1467,NEUTRAL,C20H22O5,CCOCCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1
CHEMBL4126715,0,343.34,1,3,1.63,127.09,5.0,5.0,0.0,6.0,N,0.4,2.35,-1.07,2.0,MOL,-1,25.0,7.0,5.0,0.0,343.1056,ACID,C18H17NO6,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)cc1)C(=O)O
CHEMBL247927,0,401.51,1,1,4.97,59.83,5.0,2.0,0.0,6.0,N,0.61,5.51,5.51,3.0,MOL,-1,30.0,5.0,2.0,0.0,401.2103,NEUTRAL,C25H27N3O2,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)n2)cc1O
CHEMBL427877,0,401.51,1,1,4.97,59.83,5.0,2.0,0.0,6.0,N,0.61,5.51,5.51,3.0,MOL,-1,30.0,5.0,2.0,0.0,401.2103,NEUTRAL,C25H27N3O2,CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)n2)ccc1O
CHEMBL247727,0,389.45,1,1,5.16,71.81,5.0,2.0,1.0,6.0,N,0.61,5.49,5.48,3.0,MOL,-1,29.0,5.0,2.0,1.0,389.1627,NEUTRAL,C24H23NO4,COc1cc(/C=C/c2cc(C)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O
CHEMBL2059393,0,416.52,2,3,5.28,67.17,5.0,3.0,1.0,6.0,N,0.48,5.96,5.9,3.0,MOL,-1,31.0,5.0,3.0,1.0,416.21,NEUTRAL,C26H28N2O3,CN(C)c1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O
CHEMBL2402063,0,418.54,2,3,6.01,62.75,5.0,3.0,1.0,9.0,N,0.29,5.14,5.1,3.0,MOL,-1,31.0,5.0,3.0,1.0,418.2256,NEUTRAL,C26H30N2O3,COc1cc(/C=C/c2ccc(NCc3cc(NC(C)C)ccc3O)cc2)cc(OC)c1
CHEMBL4513568,0,580.55,1,1,6.04,148.8,10.0,3.0,2.0,6.0,N,0.21,5.53,4.82,6.0,MOL,-1,43.0,10.0,3.0,2.0,580.1369,NEUTRAL,C33H24O10,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4c(OC)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3o2)cc1
CHEMBL3659994,0,488.94,1,1,3.22,93.06,6.0,2.0,0.0,6.0,N,0.65,2.75,2.75,2.0,MOL,-1,32.0,6.0,2.0,0.0,488.0872,NEUTRAL,C22H23ClF2O6S,O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCO[C@@H](CCC(O)CO)[C@@H]1COc1c(F)ccc(F)c12
CHEMBL2402069,0,391.47,2,3,5.2,59.95,5.0,2.0,1.0,8.0,N,0.52,4.73,4.73,3.0,MOL,-1,29.0,5.0,2.0,1.0,391.1784,NEUTRAL,C24H25NO4,COc1cc(/C=C/c2ccc(NCc3ccc(OC)cc3O)cc2)cc(OC)c1
CHEMBL4638539,0,715.03,1,1,12.73,99.38,6.0,4.0,2.0,19.0,N,0.09,13.21,13.15,2.0,MOL,-1,52.0,6.0,4.0,2.0,714.4859,NEUTRAL,C46H66O6,COc1c(O)c(O)c(-c2c(C)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(OC)c(O)c2O)c(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C
CHEMBL4554693,0,566.52,1,1,5.74,159.8,10.0,4.0,2.0,5.0,N,0.2,5.38,3.95,6.0,MOL,-1,42.0,10.0,4.0,2.0,566.1213,ACID,C32H22O10,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4c(OC)cc5oc(-c6ccc(O)cc6)cc(=O)c5c4O)c3o2)cc1
CHEMBL4545404,0,566.52,1,1,5.74,159.8,10.0,4.0,2.0,5.0,N,0.2,5.38,4.44,6.0,MOL,-1,42.0,10.0,4.0,2.0,566.1213,NEUTRAL,C32H22O10,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1-c1c(OC)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12
CHEMBL194692,0,326.29,4,8,4.87,37.3,1.0,1.0,0.0,3.0,N,0.82,5.38,2.39,2.0,MOL,-1,23.0,2.0,1.0,0.0,326.093,ACID,C17H14F4O2,CC(C)(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1
CHEMBL4643713,0,386.53,1,1,6.15,66.76,4.0,2.0,1.0,9.0,N,0.39,7.58,7.55,1.0,MOL,-1,28.0,4.0,2.0,1.0,386.2457,NEUTRAL,C24H34O4,COC(=O)c1c(C)cc(O)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O
CHEMBL4646459,0,358.52,1,1,6.38,49.69,3.0,2.0,1.0,9.0,N,0.4,6.77,6.77,1.0,MOL,-1,26.0,3.0,2.0,1.0,358.2508,NEUTRAL,C23H34O3,COc1c(O)c(O)cc(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C
CHEMBL3739499,0,438.56,1,2,5.21,65.74,5.0,0.0,1.0,0.0,N,0.41,4.72,4.72,1.0,MOL,-1,32.0,5.0,0.0,1.0,438.2406,NEUTRAL,C27H34O5,CC1=CC[C@@H]2[C@@]3(C)C=CC(=O)OC(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2
CHEMBL2408264,0,389.41,3,3,4.25,95.86,5.0,3.0,0.0,6.0,N,0.33,4.87,4.36,3.0,MOL,-1,29.0,6.0,3.0,0.0,389.1263,NEUTRAL,C23H19NO5,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3O)cc2)c(O)c1
CHEMBL4286002,0,244.25,2,3,2.52,59.67,4.0,1.0,0.0,3.0,N,0.9,2.37,2.36,2.0,MOL,-1,18.0,4.0,1.0,0.0,244.0736,NEUTRAL,C14H12O4,COc1ccccc1/C=C/c1cc(=O)c(O)co1
CHEMBL4284114,0,259.22,2,3,2.42,93.58,5.0,1.0,0.0,3.0,N,0.67,2.46,2.46,2.0,MOL,-1,19.0,6.0,1.0,0.0,259.0481,NEUTRAL,C13H9NO5,O=c1cc(/C=C/c2ccc([N+](=O)[O-])cc2)occ1O
CHEMBL247674,0,401.51,1,1,5.52,55.41,5.0,2.0,1.0,8.0,N,0.52,4.53,4.53,3.0,MOL,-1,30.0,5.0,2.0,1.0,401.2103,NEUTRAL,C25H27N3O2,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)n2)cc1OC
CHEMBL231449,0,546.13,1,1,5.32,70.16,5.0,0.0,2.0,6.0,N,0.49,5.39,4.63,2.0,MOL,-1,37.0,7.0,0.0,2.0,545.2115,NEUTRAL,C28H36ClN3O4S,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1
CHEMBL418455,0,528.3,2,29,5.44,115.06,4.0,4.0,2.0,6.0,N,0.25,7.59,0.59,3.0,MOL,-1,31.0,6.0,4.0,2.0,528.007,ACID,C24H17IO6,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(I)c2)ccc1O
CHEMBL245478,0,447.42,1,1,6.92,6.48,2.0,0.0,1.0,6.0,N,0.38,7.64,7.64,3.0,MOL,-1,29.0,2.0,0.0,1.0,446.1358,NEUTRAL,C26H27BrN2,CN(C)c1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N(C)C)cc3)c2)cc1
CHEMBL378516,0,594.57,4,8,6.35,137.8,10.0,2.0,2.0,7.0,N,0.22,5.67,5.07,6.0,MOL,-1,44.0,10.0,2.0,2.0,594.1526,NEUTRAL,C34H26O10,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1
CHEMBL490799,0,342.24,1,1,5.43,16.38,2.0,0.0,1.0,3.0,N,0.63,5.27,5.27,3.0,MOL,-1,21.0,2.0,0.0,1.0,341.0415,NEUTRAL,C18H16BrNO,CN(C)c1ccc(/C=C/c2cc3ccc(Br)cc3o2)cc1
CHEMBL3330745,0,555.69,2,4,7.95,95.9,7.0,1.0,2.0,7.0,N,0.16,7.81,7.81,6.0,MOL,-1,40.0,6.0,2.0,2.0,555.1188,NEUTRAL,C32H21N5OS2,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(N)=O
CHEMBL4161552,0,440.87,5,6,2.48,100.26,10.0,1.0,0.0,4.0,N,0.51,4.01,4.01,4.0,MOL,-1,31.0,10.0,1.0,0.0,440.1388,NEUTRAL,C19H18ClFN10,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccc(F)cc4)n3)CC2)n2ncnc2n1
CHEMBL248338,0,400.52,2,3,5.57,46.94,4.0,2.0,1.0,6.0,N,0.53,6.26,6.26,3.0,MOL,-1,30.0,4.0,2.0,1.0,400.2151,NEUTRAL,C26H28N2O2,CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)c2)ccc1O
CHEMBL3667031,0,564.43,1,1,4.78,122.52,8.0,3.0,1.0,13.0,N,0.14,6.81,6.79,2.0,MOL,-1,39.0,8.0,3.0,1.0,564.1219,NEUTRAL,C25H22F6O8,O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(CCOCCO)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1
CHEMBL491407,0,281.33,1,1,4.81,16.38,2.0,0.0,0.0,3.0,N,0.68,4.64,4.64,3.0,MOL,-1,21.0,2.0,0.0,0.0,281.1216,NEUTRAL,C18H16FNO,CN(C)c1ccc(/C=C/c2cc3ccc(F)cc3o2)cc1
CHEMBL196244,0,327.28,1,2,4.12,49.33,2.0,2.0,0.0,3.0,N,0.51,4.01,4.0,2.0,MOL,-1,23.0,3.0,2.0,0.0,327.0882,NEUTRAL,C16H13F4NO2,CC(C(=O)NO)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1
CHEMBL194020,0,369.26,4,7,6.24,26.3,2.0,0.0,1.0,3.0,N,0.6,6.35,6.35,2.0,MOL,-1,24.0,2.0,0.0,1.0,368.0746,NEUTRAL,C19H19Cl2FO2,CC(C(=O)OC(C)(C)C)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1
CHEMBL3622510,0,243.22,4,8,2.43,93.55,3.0,4.0,0.0,1.0,N,0.53,3.44,-0.01,3.0,MOL,-1,18.0,5.0,4.0,0.0,243.0532,ACID,C13H9NO4,O=C(O)c1c(O)cc2c([nH]c3ccccc32)c1O
CHEMBL4520323,0,630.87,6,9,6.72,105.14,6.0,4.0,2.0,22.0,N,0.07,5.99,4.14,3.0,MOL,-1,46.0,8.0,4.0,2.0,630.4145,BASE,C38H54N4O4,CCN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1
CHEMBL4453548,0,459.51,5,14,2.44,116.34,8.0,2.0,0.0,6.0,N,0.42,2.43,2.36,4.0,MOL,-1,34.0,10.0,2.0,0.0,459.2019,NEUTRAL,C24H25N7O3,CCOC(=O)c1cnc2ccccc2c1N1CCN(CC(=O)Nc2n[nH]c3ncccc23)CC1
CHEMBL4175196,0,401.73,5,6,5.31,62.73,5.0,2.0,1.0,4.0,N,0.58,6.16,6.16,3.0,MOL,-1,27.0,5.0,2.0,1.0,401.0467,NEUTRAL,C16H9ClF5N5,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)c(F)c1
CHEMBL4168812,0,440.87,5,6,2.48,100.26,10.0,1.0,0.0,4.0,N,0.51,4.01,4.01,4.0,MOL,-1,31.0,10.0,1.0,0.0,440.1388,NEUTRAL,C19H18ClFN10,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccccc4F)n3)CC2)n2ncnc2n1
CHEMBL4169871,0,546.01,5,6,4.53,112.29,11.0,2.0,2.0,6.0,N,0.32,6.34,6.32,5.0,MOL,-1,39.0,11.0,2.0,2.0,545.1967,NEUTRAL,C26H25ClFN11,Cc1ccc(Nc2nc(Nc3ccc(F)c(Cl)c3)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1
CHEMBL4439936,0,578.71,6,9,3.62,123.6,8.0,4.0,1.0,16.0,N,0.15,2.98,2.37,3.0,MOL,-1,42.0,10.0,4.0,1.0,578.3104,BASE,C32H42N4O6,COc1ccccc1CN(C)CCCNC(=O)c1cc(O)c(C(=O)NCCCN(C)Cc2ccccc2OC)cc1O
CHEMBL2436700,0,616.81,5,6,7.17,70.84,7.0,1.0,2.0,12.0,N,0.15,6.07,3.71,5.0,MOL,-1,46.0,7.0,1.0,2.0,616.3413,BASE,C39H44N4O3,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
CHEMBL247725,0,373.46,1,1,4.92,77.41,5.0,4.0,0.0,6.0,N,0.46,4.24,4.23,3.0,MOL,-1,28.0,5.0,4.0,0.0,373.179,NEUTRAL,C23H23N3O2,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(O)c3)n2)cc1O
CHEMBL4225986,0,375.47,2,3,3.22,56.67,4.0,1.0,0.0,5.0,N,0.74,3.02,2.98,3.0,MOL,-1,28.0,5.0,1.0,0.0,375.1947,NEUTRAL,C23H25N3O2,O=C(CCc1ccccc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1
CHEMBL3667034,0,470.41,1,1,6.06,58.2,4.0,2.0,1.0,8.0,N,0.28,5.75,5.75,2.0,MOL,-1,33.0,4.0,2.0,1.0,470.1429,NEUTRAL,C23H20F6N2O2,CNc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(NC)c(C(F)(F)F)c2)cc1C(F)(F)F
CHEMBL236188,0,529.65,3,4,3.34,90.39,6.0,1.0,1.0,7.0,N,0.58,3.27,3.02,1.0,MOL,-1,36.0,8.0,1.0,1.0,529.2422,NEUTRAL,C25H37F2N3O5S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1
CHEMBL4225226,0,407.9,2,3,3.95,56.67,4.0,1.0,0.0,4.0,N,0.67,3.71,3.65,3.0,MOL,-1,29.0,5.0,1.0,0.0,407.1401,NEUTRAL,C23H22ClN3O2,O=C(/C=C/c1ccc(Cl)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1
CHEMBL396543,0,560.16,2,2,5.71,70.16,5.0,0.0,2.0,6.0,N,0.45,5.07,3.01,2.0,MOL,-1,38.0,7.0,0.0,2.0,559.2272,BASE,C29H38ClN3O4S,O=C(OC[C@H]1CCC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1
CHEMBL196279,0,313.16,5,9,4.99,37.3,1.0,1.0,0.0,3.0,N,0.87,5.15,1.97,2.0,MOL,-1,20.0,2.0,1.0,0.0,312.012,ACID,C15H11Cl2FO2,CC(C(=O)O)c1ccc(-c2ccc(Cl)c(Cl)c2)c(F)c1
CHEMBL3594077,0,268.27,1,1,2.86,89.37,4.0,4.0,0.0,2.0,N,0.58,2.97,2.95,3.0,MOL,-1,20.0,5.0,4.0,0.0,268.0848,NEUTRAL,C15H12N2O3,Oc1ccc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc1
CHEMBL116438,3,368.39,385,1686,3.85,96.22,6.0,3.0,0.0,7.0,N,0.39,3.76,3.74,2.0,MOL,0,27.0,6.0,3.0,0.0,368.126,NEUTRAL,C21H20O6,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O
CHEMBL4436866,0,369.38,4,12,4.4,85.88,6.0,1.0,0.0,3.0,N,0.43,3.56,3.56,4.0,MOL,-1,28.0,7.0,1.0,0.0,369.1226,NEUTRAL,C21H15N5O2,O=[N+]([O-])c1cccc(C2C=C(c3cccc4ccccc34)Nc3nncn32)c1
CHEMBL491203,0,279.34,1,1,4.37,36.61,3.0,1.0,0.0,3.0,N,0.77,4.2,4.19,3.0,MOL,-1,21.0,3.0,1.0,0.0,279.1259,NEUTRAL,C18H17NO2,CN(C)c1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1
CHEMBL3667022,0,548.39,1,1,4.94,119.36,8.0,2.0,1.0,10.0,N,0.19,7.12,7.1,2.0,MOL,-1,38.0,8.0,2.0,1.0,548.0906,NEUTRAL,C24H18F6O8,COC(=O)CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1
CHEMBL4226831,0,405.5,2,3,3.23,65.9,5.0,1.0,0.0,6.0,N,0.68,2.87,2.82,3.0,MOL,-1,30.0,6.0,1.0,0.0,405.2052,NEUTRAL,C24H27N3O3,COc1ccc(CCC(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1
CHEMBL196946,0,312.37,4,8,4.82,37.3,2.0,1.0,0.0,3.0,N,0.75,4.91,2.4,3.0,MOL,-1,22.0,2.0,1.0,0.0,312.062,ACID,C18H13FO2S,O=C(O)C1(c2ccc(-c3csc4ccccc34)c(F)c2)CC1
CHEMBL2059218,0,448.59,2,3,5.08,72.72,7.0,2.0,1.0,7.0,N,0.39,6.11,6.11,3.0,MOL,-1,32.0,6.0,2.0,1.0,448.1933,NEUTRAL,C25H28N4O2S,CSc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1
CHEMBL290916,4,174.2,177,567,1.8,32.67,2.0,0.0,0.0,1.0,Y,0.64,1.53,1.53,1.0,MOL,0,13.0,3.0,0.0,0.0,174.0793,NEUTRAL,C10H10N2O,CC1=NN(c2ccccc2)C(=O)C1
CHEMBL723,4,406.48,175,1307,3.74,75.74,5.0,3.0,0.0,10.0,N,0.35,3.42,2.07,4.0,MOL,0,30.0,6.0,3.0,0.0,406.1893,BASE,C24H26N2O4,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
CHEMBL2436701,0,630.83,5,6,7.56,70.84,7.0,1.0,2.0,13.0,N,0.13,6.52,4.11,5.0,MOL,-1,47.0,7.0,1.0,2.0,630.357,BASE,C40H46N4O3,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
CHEMBL3667038,0,490.35,1,1,5.4,93.06,6.0,2.0,1.0,8.0,N,0.29,7.85,7.83,2.0,MOL,-1,34.0,6.0,2.0,1.0,490.0851,NEUTRAL,C22H16F6O6,CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1
CHEMBL196947,0,348.37,6,10,4.98,57.53,2.0,2.0,0.0,4.0,N,0.7,5.38,2.49,3.0,MOL,-1,26.0,3.0,2.0,0.0,348.1162,ACID,C22H17FO3,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)cc3)c(F)c2)CC1
CHEMBL247328,0,375.42,1,1,4.85,71.81,5.0,2.0,0.0,6.0,N,0.64,4.98,4.97,3.0,MOL,-1,28.0,5.0,2.0,0.0,375.1471,NEUTRAL,C23H21NO4,COc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O
CHEMBL3799641,0,413.48,4,4,4.32,84.08,4.0,2.0,0.0,5.0,N,0.48,4.25,4.24,4.0,MOL,-1,31.0,6.0,2.0,0.0,413.1739,NEUTRAL,C25H23N3O3,O=C(COC(=O)Cc1c[nH]c2ccccc12)Nc1c2c(nc3ccccc13)CCCC2
CHEMBL231351,0,503.02,1,1,4.25,93.53,6.0,1.0,1.0,9.0,N,0.44,3.49,3.42,3.0,MOL,-1,34.0,8.0,1.0,1.0,502.1442,NEUTRAL,C24H27ClN4O4S,O=C(NCCCn1ccnc1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL248339,0,480.65,1,1,7.25,24.94,4.0,0.0,1.0,8.0,N,0.32,7.37,7.37,3.0,MOL,-1,36.0,4.0,0.0,1.0,480.2777,NEUTRAL,C32H36N2O2,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N4CCCC4)c(OC)c3)c2)ccc1N1CCCC1
CHEMBL194838,0,338.42,5,9,5.66,37.3,1.0,1.0,1.0,4.0,N,0.78,6.15,3.2,2.0,MOL,-1,25.0,2.0,1.0,1.0,338.1682,ACID,C22H23FO2,O=C(O)C1(c2ccc(-c3ccc(C4CCCCC4)cc3)c(F)c2)CC1
CHEMBL247530,0,409.87,1,1,5.5,71.81,5.0,2.0,1.0,6.0,N,0.56,5.58,5.58,3.0,MOL,-1,29.0,5.0,2.0,1.0,409.1081,NEUTRAL,C23H20ClNO4,COc1cc(/C=C/c2cc(Cl)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O
CHEMBL489792,0,323.39,1,1,4.69,34.84,4.0,0.0,0.0,5.0,N,0.68,4.18,4.18,3.0,MOL,-1,24.0,4.0,0.0,0.0,323.1521,NEUTRAL,C20H21NO3,COc1ccc2oc(/C=C/c3ccc(N(C)C)c(OC)c3)cc2c1
CHEMBL3667035,0,391.35,1,1,4.07,76.49,5.0,1.0,0.0,7.0,N,0.57,4.25,4.24,2.0,MOL,-1,28.0,5.0,1.0,0.0,391.1031,NEUTRAL,C20H16F3NO4,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cncc(C(F)(F)F)c2)ccc1O
CHEMBL195970,0,313.15,4,8,4.99,37.3,1.0,1.0,0.0,3.0,N,0.87,5.15,1.9,2.0,MOL,-1,20.0,2.0,1.0,0.0,312.012,ACID,C15H11Cl2FO2,CC(C(=O)O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1
CHEMBL231035,0,546.13,1,1,5.33,70.16,5.0,0.0,2.0,6.0,N,0.49,5.4,4.64,2.0,MOL,-1,37.0,7.0,0.0,2.0,545.2115,NEUTRAL,C28H36ClN3O4S,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1
CHEMBL191083,4,284.41,36,68,2.5,19.14,3.0,0.0,0.0,1.0,Y,0.51,-0.62,-0.62,1.0,MOL,0,20.0,3.0,0.0,0.0,284.1216,NEUTRAL,C16H18N3S+,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
CHEMBL38,4,300.44,832,2215,5.6,37.3,1.0,1.0,1.0,5.0,N,0.53,5.01,2.42,0.0,MOL,0,22.0,2.0,1.0,1.0,300.2089,ACID,C20H28O2,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
CHEMBL98,4,264.32,852,5702,2.47,78.43,3.0,3.0,0.0,8.0,N,0.38,2.0,1.99,1.0,MOL,0,19.0,5.0,3.0,0.0,264.1474,NEUTRAL,C14H20N2O3,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CHEMBL396917,0,451.36,1,1,5.97,70.5,4.0,2.0,1.0,6.0,N,0.36,5.45,5.45,3.0,MOL,-1,29.0,4.0,4.0,1.0,450.0943,NEUTRAL,C24H23BrN2O2,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N
CHEMBL3739456,0,224.26,1,3,2.95,32.67,2.0,0.0,0.0,1.0,Y,0.73,2.52,2.52,2.0,MOL,-1,17.0,3.0,0.0,0.0,224.095,NEUTRAL,C14H12N2O,CC1=NN(c2ccc3ccccc3c2)C(=O)C1
CHEMBL231548,0,546.13,1,1,5.32,70.16,5.0,0.0,2.0,6.0,N,0.49,4.62,2.56,2.0,MOL,-1,37.0,7.0,0.0,2.0,545.2115,BASE,C28H36ClN3O4S,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1
CHEMBL248337,0,428.58,1,1,6.18,24.94,4.0,0.0,1.0,8.0,N,0.4,6.55,6.55,3.0,MOL,-1,32.0,4.0,0.0,1.0,428.2464,NEUTRAL,C28H32N2O2,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)c2)cc1N(C)C
CHEMBL371875,0,250.29,1,2,3.74,37.3,2.0,1.0,0.0,3.0,N,0.9,3.72,1.16,2.0,MOL,-1,17.0,2.0,1.0,0.0,250.0464,ACID,C13H11FO2S,CC(C(=O)O)c1ccc(-c2ccsc2)c(F)c1
CHEMBL1778349,0,534.0,3,6,3.05,109.77,6.0,2.0,1.0,5.0,N,0.61,2.64,2.64,2.0,MOL,-1,34.0,7.0,2.0,1.0,533.0545,NEUTRAL,C22H22ClF2NO6S2,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@]2(O)C1)C1CC1
CHEMBL245476,0,481.39,1,1,6.82,36.92,4.0,0.0,1.0,8.0,N,0.33,6.79,6.79,3.0,MOL,-1,31.0,4.0,0.0,1.0,480.0936,NEUTRAL,C26H25BrO4,COc1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(OC)c(OC)c3)c2)cc1OC
CHEMBL197456,0,278.71,1,2,4.33,37.3,1.0,1.0,0.0,3.0,N,0.91,4.55,1.47,2.0,MOL,-1,19.0,2.0,1.0,0.0,278.051,ACID,C15H12ClFO2,CC(C(=O)O)c1ccc(-c2ccccc2Cl)c(F)c1
CHEMBL248133,0,400.52,1,1,6.13,42.52,4.0,2.0,1.0,8.0,N,0.45,5.28,5.28,3.0,MOL,-1,30.0,4.0,2.0,1.0,400.2151,NEUTRAL,C26H28N2O2,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)c2)ccc1OC
CHEMBL4172159,0,452.91,5,16,2.35,109.49,11.0,1.0,1.0,5.0,N,0.48,3.71,3.71,4.0,MOL,-1,32.0,11.0,1.0,1.0,452.1588,NEUTRAL,C20H21ClN10O,COc1ccc(Nc2nc(Cl)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1
CHEMBL4226059,0,433.51,2,4,3.32,75.13,6.0,1.0,0.0,6.0,N,0.6,2.79,2.73,3.0,MOL,-1,32.0,7.0,1.0,0.0,433.2002,NEUTRAL,C25H27N3O4,COc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1OC
